,City,LocType,NO2,SO2,Sampling.Date,State
145,Hyderabad,"Residential, Rural and other Areas",23.15,3.15,2004-01-11,Andhra Pradesh
146,Hyderabad,"Residential, Rural and other Areas",23.6,2.9,2004-05-11,Andhra Pradesh
147,Hyderabad,"Residential, Rural and other Areas",18.4,3.0,2004-06-12,Andhra Pradesh
148,Hyderabad,"Residential, Rural and other Areas",26.3,2.933333333333333,2004-07-12,Andhra Pradesh
149,Hyderabad,"Residential, Rural and other Areas",20.9,2.8,2004-10-12,Andhra Pradesh
150,Hyderabad,"Residential, Rural and other Areas",19.6,2.5,2004-02-07,Andhra Pradesh
151,Hyderabad,"Residential, Rural and other Areas",22.75,3.0,2004-06-07,Andhra Pradesh
152,Hyderabad,"Residential, Rural and other Areas",22.3,2.7,2004-10-08,Andhra Pradesh
153,Hyderabad,"Residential, Rural and other Areas",22.5,2.4,2004-12-08,Andhra Pradesh
154,Hyderabad,"Residential, Rural and other Areas",21.8,2.0,2004-07-09,Andhra Pradesh
155,Hyderabad,"Residential, Rural and other Areas",11.9,2.4,2004-09-09,Andhra Pradesh
156,Hyderabad,"Residential, Rural and other Areas",21.75,2.45,2004-05-10,Andhra Pradesh
157,Hyderabad,"Residential, Rural and other Areas",24.4,2.5,2004-12-10,Andhra Pradesh
158,Hyderabad,"Residential, Rural and other Areas",27.9,3.0,2004-02-11,Andhra Pradesh
159,Hyderabad,"Residential, Rural and other Areas",34.1,3.25,2004-04-11,Andhra Pradesh
160,Hyderabad,"Residential, Rural and other Areas",33.2,3.05,2004-02-12,Andhra Pradesh
161,Hyderabad,"Residential, Rural and other Areas",32.599999999999994,3.25,2004-09-12,Andhra Pradesh
162,Hyderabad,"Residential, Rural and other Areas",20.7,3.1,2004-08-06,Andhra Pradesh
163,Hyderabad,"Residential, Rural and other Areas",22.2,3.0,2004-01-09,Andhra Pradesh
164,Hyderabad,"Residential, Rural and other Areas",22.1,3.0,2004-08-09,Andhra Pradesh
165,Hyderabad,"Residential, Rural and other Areas",22.2,2.5,2004-07-10,Andhra Pradesh
166,Hyderabad,"Residential, Rural and other Areas",48.766666666666666,11.933333333333334,2005-01-17,Andhra Pradesh
167,Hyderabad,"Residential, Rural and other Areas",57.65,18.6,2005-01-19,Andhra Pradesh
168,Hyderabad,"Residential, Rural and other Areas",31.175,5.975,2005-01-21,Andhra Pradesh
169,Hyderabad,"Residential, Rural and other Areas",37.15,5.95,2005-01-27,Andhra Pradesh
170,Hyderabad,"Residential, Rural and other Areas",49.6,10.05,2005-02-13,Andhra Pradesh
171,Hyderabad,"Residential, Rural and other Areas",54.4,12.9,2005-02-16,Andhra Pradesh
172,Hyderabad,"Residential, Rural and other Areas",37.36666666666667,7.6,2005-02-21,Andhra Pradesh
173,Hyderabad,"Residential, Rural and other Areas",53.3,6.975,2005-02-24,Andhra Pradesh
174,Hyderabad,"Residential, Rural and other Areas",37.55,8.55,2005-03-13,Andhra Pradesh
175,Hyderabad,"Residential, Rural and other Areas",50.225,5.475,2005-03-17,Andhra Pradesh
176,Hyderabad,"Residential, Rural and other Areas",44.43333333333334,4.633333333333334,2005-03-21,Andhra Pradesh
177,Hyderabad,"Residential, Rural and other Areas",40.525,4.825,2005-03-23,Andhra Pradesh
178,Hyderabad,"Residential, Rural and other Areas",38.900000000000006,15.6,2005-03-29,Andhra Pradesh
179,Hyderabad,"Residential, Rural and other Areas",37.099999999999994,5.5,2005-04-13,Andhra Pradesh
180,Hyderabad,"Residential, Rural and other Areas",42.5,19.35,2005-04-18,Andhra Pradesh
181,Hyderabad,"Residential, Rural and other Areas",31.2,6.233333333333333,2005-04-20,Andhra Pradesh
182,Hyderabad,"Residential, Rural and other Areas",34.675,4.75,2005-04-25,Andhra Pradesh
183,Hyderabad,"Residential, Rural and other Areas",37.25,4.45,2005-04-28,Andhra Pradesh
184,Hyderabad,"Residential, Rural and other Areas",34.666666666666664,5.1000000000000005,2005-05-13,Andhra Pradesh
185,Hyderabad,"Residential, Rural and other Areas",37.475,5.525,2005-05-17,Andhra Pradesh
186,Hyderabad,"Residential, Rural and other Areas",32.333333333333336,3.8666666666666667,2005-05-19,Andhra Pradesh
187,Hyderabad,"Residential, Rural and other Areas",30.96666666666667,4.766666666666667,2005-05-24,Andhra Pradesh
188,Hyderabad,"Residential, Rural and other Areas",37.85,3.7,2005-05-29,Andhra Pradesh
189,Hyderabad,"Residential, Rural and other Areas",29.2,7.7,2005-07-18,Andhra Pradesh
190,Hyderabad,"Residential, Rural and other Areas",33.0,4.05,2005-07-21,Andhra Pradesh
191,Hyderabad,"Residential, Rural and other Areas",25.125,4.95,2005-07-27,Andhra Pradesh
192,Hyderabad,"Residential, Rural and other Areas",19.325000000000003,5.175,2005-07-29,Andhra Pradesh
193,Hyderabad,"Residential, Rural and other Areas",15.566666666666666,5.366666666666666,2005-09-13,Andhra Pradesh
194,Hyderabad,"Residential, Rural and other Areas",30.2,5.5,2005-09-21,Andhra Pradesh
195,Hyderabad,"Residential, Rural and other Areas",30.03333333333333,5.3,2005-09-26,Andhra Pradesh
196,Hyderabad,"Residential, Rural and other Areas",26.575,5.075,2005-09-29,Andhra Pradesh
197,Hyderabad,"Residential, Rural and other Areas",25.15,4.55,2005-10-18,Andhra Pradesh
198,Hyderabad,"Residential, Rural and other Areas",21.466666666666665,3.9333333333333336,2005-10-21,Andhra Pradesh
199,Hyderabad,"Residential, Rural and other Areas",18.5,6.55,2005-10-24,Andhra Pradesh
200,Hyderabad,"Residential, Rural and other Areas",22.4,4.233333333333333,2005-10-27,Andhra Pradesh
201,Hyderabad,"Residential, Rural and other Areas",9.100000000000001,5.5,2005-10-30,Andhra Pradesh
202,Hyderabad,"Residential, Rural and other Areas",27.5,13.2,2005-11-13,Andhra Pradesh
203,Hyderabad,"Residential, Rural and other Areas",27.740000000000002,4.24,2005-11-18,Andhra Pradesh
204,Hyderabad,"Residential, Rural and other Areas",24.75,4.35,2005-11-22,Andhra Pradesh
205,Hyderabad,"Residential, Rural and other Areas",31.4,5.5,2005-11-24,Andhra Pradesh
206,Hyderabad,"Residential, Rural and other Areas",25.3,4.366666666666667,2005-11-29,Andhra Pradesh
207,Hyderabad,"Residential, Rural and other Areas",30.333333333333336,5.733333333333333,2005-12-13,Andhra Pradesh
208,Hyderabad,"Residential, Rural and other Areas",29.8,4.775,2005-12-18,Andhra Pradesh
209,Hyderabad,"Residential, Rural and other Areas",29.225,5.55,2005-12-21,Andhra Pradesh
210,Hyderabad,"Residential, Rural and other Areas",31.075,4.9,2005-12-26,Andhra Pradesh
211,Hyderabad,"Residential, Rural and other Areas",34.0,12.65,2005-12-29,Andhra Pradesh
212,Hyderabad,"Residential, Rural and other Areas",33.2,4.6,2005-01-15,Andhra Pradesh
213,Hyderabad,"Residential, Rural and other Areas",36.400000000000006,4.4,2005-01-18,Andhra Pradesh
214,Hyderabad,"Residential, Rural and other Areas",30.8,4.9,2005-01-25,Andhra Pradesh
215,Hyderabad,"Residential, Rural and other Areas",41.35,5.25,2005-02-15,Andhra Pradesh
216,Hyderabad,"Residential, Rural and other Areas",34.95,4.7,2005-02-22,Andhra Pradesh
217,Hyderabad,"Residential, Rural and other Areas",25.3,4.6,2005-02-25,Andhra Pradesh
218,Hyderabad,"Residential, Rural and other Areas",37.5,5.25,2005-03-15,Andhra Pradesh
219,Hyderabad,"Residential, Rural and other Areas",58.0,4.9,2005-03-20,Andhra Pradesh
220,Hyderabad,"Residential, Rural and other Areas",49.6,4.8,2005-03-25,Andhra Pradesh
221,Hyderabad,"Residential, Rural and other Areas",31.133333333333336,4.7,2005-03-28,Andhra Pradesh
222,Hyderabad,"Residential, Rural and other Areas",56.400000000000006,5.0,2005-04-19,Andhra Pradesh
223,Hyderabad,"Residential, Rural and other Areas",30.4,5.1,2005-04-21,Andhra Pradesh
224,Hyderabad,"Residential, Rural and other Areas",62.25,4.8,2005-04-29,Andhra Pradesh
225,Hyderabad,"Residential, Rural and other Areas",42.56666666666666,5.0,2005-05-21,Andhra Pradesh
226,Hyderabad,"Residential, Rural and other Areas",33.0,5.1,2005-05-23,Andhra Pradesh
227,Hyderabad,"Residential, Rural and other Areas",33.833333333333336,4.9,2005-05-27,Andhra Pradesh
228,Hyderabad,"Residential, Rural and other Areas",29.65,5.1,2005-06-18,Andhra Pradesh
229,Hyderabad,"Residential, Rural and other Areas",29.1,4.8,2005-06-20,Andhra Pradesh
230,Hyderabad,"Residential, Rural and other Areas",26.65,4.9,2005-06-23,Andhra Pradesh
231,Hyderabad,"Residential, Rural and other Areas",28.049999999999997,5.25,2005-07-14,Andhra Pradesh
232,Hyderabad,"Residential, Rural and other Areas",24.549999999999997,4.85,2005-07-16,Andhra Pradesh
233,Hyderabad,"Residential, Rural and other Areas",30.2,4.95,2005-07-22,Andhra Pradesh
234,Hyderabad,"Residential, Rural and other Areas",24.1,4.8,2005-08-13,Andhra Pradesh
235,Hyderabad,"Residential, Rural and other Areas",24.200000000000003,4.85,2005-08-16,Andhra Pradesh
236,Hyderabad,"Residential, Rural and other Areas",30.55,4.949999999999999,2005-08-19,Andhra Pradesh
237,Hyderabad,"Residential, Rural and other Areas",27.85,5.1,2005-08-22,Andhra Pradesh
238,Hyderabad,"Residential, Rural and other Areas",23.566666666666666,5.066666666666666,2005-08-24,Andhra Pradesh
239,Hyderabad,"Residential, Rural and other Areas",30.9,4.949999999999999,2005-08-29,Andhra Pradesh
240,Hyderabad,"Residential, Rural and other Areas",26.85,4.85,2005-09-14,Andhra Pradesh
241,Hyderabad,"Residential, Rural and other Areas",23.8,5.0,2005-09-17,Andhra Pradesh
242,Hyderabad,"Residential, Rural and other Areas",28.25,5.05,2005-09-23,Andhra Pradesh
243,Hyderabad,"Residential, Rural and other Areas",25.950000000000003,4.9,2005-10-14,Andhra Pradesh
244,Hyderabad,"Residential, Rural and other Areas",29.0,5.1,2005-10-16,Andhra Pradesh
245,Hyderabad,"Residential, Rural and other Areas",20.95,4.85,2005-10-19,Andhra Pradesh
246,Hyderabad,"Residential, Rural and other Areas",27.3,5.15,2005-10-20,Andhra Pradesh
247,Hyderabad,"Residential, Rural and other Areas",26.1,5.4,2005-10-22,Andhra Pradesh
248,Hyderabad,"Residential, Rural and other Areas",26.5,5.3,2005-10-25,Andhra Pradesh
249,Hyderabad,"Residential, Rural and other Areas",25.7,5.45,2005-10-28,Andhra Pradesh
250,Hyderabad,"Residential, Rural and other Areas",40.3,5.7,2005-11-16,Andhra Pradesh
251,Hyderabad,"Residential, Rural and other Areas",27.033333333333335,4.9,2005-11-20,Andhra Pradesh
252,Hyderabad,"Residential, Rural and other Areas",32.3,5.266666666666667,2005-11-25,Andhra Pradesh
253,Hyderabad,"Residential, Rural and other Areas",28.6,5.45,2005-11-28,Andhra Pradesh
254,Hyderabad,"Residential, Rural and other Areas",33.6,5.4,2005-12-17,Andhra Pradesh
255,Hyderabad,"Residential, Rural and other Areas",31.8,5.300000000000001,2005-12-23,Andhra Pradesh
256,Hyderabad,"Residential, Rural and other Areas",26.2,4.2,2005-01-14,Andhra Pradesh
257,Hyderabad,"Residential, Rural and other Areas",20.4,4.3,2005-01-24,Andhra Pradesh
258,Hyderabad,"Residential, Rural and other Areas",33.1,4.449999999999999,2005-01-28,Andhra Pradesh
259,Hyderabad,"Residential, Rural and other Areas",19.8,4.2,2005-01-31,Andhra Pradesh
260,Hyderabad,"Residential, Rural and other Areas",22.0,4.2,2005-02-14,Andhra Pradesh
261,Hyderabad,"Residential, Rural and other Areas",22.2,4.5,2005-02-18,Andhra Pradesh
262,Hyderabad,"Residential, Rural and other Areas",18.2,11.8,2005-02-28,Andhra Pradesh
263,Hyderabad,"Residential, Rural and other Areas",24.2,4.4,2005-03-18,Andhra Pradesh
264,Hyderabad,"Residential, Rural and other Areas",37.4,4.9,2005-03-22,Andhra Pradesh
265,Hyderabad,"Residential, Rural and other Areas",28.2,4.6,2005-03-30,Andhra Pradesh
266,Hyderabad,"Residential, Rural and other Areas",23.0,4.5,2005-04-15,Andhra Pradesh
267,Hyderabad,"Residential, Rural and other Areas",30.4,4.8,2005-04-17,Andhra Pradesh
268,Hyderabad,"Residential, Rural and other Areas",46.45,4.65,2005-04-23,Andhra Pradesh
269,Hyderabad,"Residential, Rural and other Areas",20.8,4.8,2005-04-26,Andhra Pradesh
270,Hyderabad,"Residential, Rural and other Areas",17.2,4.7,2005-05-15,Andhra Pradesh
271,Hyderabad,"Residential, Rural and other Areas",22.9,5.0,2005-06-14,Andhra Pradesh
272,Hyderabad,"Residential, Rural and other Areas",20.9,4.7,2005-06-17,Andhra Pradesh
273,Hyderabad,"Residential, Rural and other Areas",21.9,4.9,2005-06-19,Andhra Pradesh
274,Hyderabad,"Residential, Rural and other Areas",22.55,4.800000000000001,2005-06-28,Andhra Pradesh
275,Hyderabad,"Residential, Rural and other Areas",19.6,4.4,2005-07-19,Andhra Pradesh
276,Hyderabad,"Residential, Rural and other Areas",17.0,4.3,2005-07-24,Andhra Pradesh
277,Hyderabad,"Residential, Rural and other Areas",15.1,4.4,2005-08-21,Andhra Pradesh
278,Hyderabad,"Residential, Rural and other Areas",19.2,4.5,2005-08-26,Andhra Pradesh
279,Hyderabad,"Residential, Rural and other Areas",16.4,4.5,2005-08-30,Andhra Pradesh
280,Hyderabad,"Residential, Rural and other Areas",19.5,4.4,2005-09-16,Andhra Pradesh
281,Hyderabad,"Residential, Rural and other Areas",17.9,4.550000000000001,2005-09-18,Andhra Pradesh
282,Hyderabad,"Residential, Rural and other Areas",14.2,4.5,2005-09-22,Andhra Pradesh
283,Hyderabad,"Residential, Rural and other Areas",16.3,4.5,2005-09-24,Andhra Pradesh
