,City,LocType,NO2,SO2,Sampling.Date,State
252,Hyderabad,Industrial Area,29.299999999999997,5.5,2005-05-05,Andhra Pradesh
253,Hyderabad,Industrial Area,32.86666666666667,4.7,2005-10-05,Andhra Pradesh
254,Hyderabad,Industrial Area,34.5,5.0,2005-03-06,Andhra Pradesh
255,Hyderabad,Industrial Area,36.099999999999994,5.1,2005-05-06,Andhra Pradesh
256,Hyderabad,Industrial Area,29.799999999999997,5.199999999999999,2005-08-06,Andhra Pradesh
257,Hyderabad,Industrial Area,35.3,5.45,2005-11-06,Andhra Pradesh
258,Hyderabad,Industrial Area,20.3,6.3,2005-01-07,Andhra Pradesh
259,Hyderabad,Industrial Area,20.8,4.7,2005-03-07,Andhra Pradesh
260,Hyderabad,Industrial Area,22.65,5.199999999999999,2005-07-07,Andhra Pradesh
261,Hyderabad,Industrial Area,24.666666666666668,4.533333333333333,2005-12-07,Andhra Pradesh
262,Hyderabad,Industrial Area,16.8,4.6,2005-02-08,Andhra Pradesh
263,Hyderabad,Industrial Area,20.0,4.85,2005-04-08,Andhra Pradesh
264,Hyderabad,Industrial Area,19.9,4.9,2005-09-08,Andhra Pradesh
265,Hyderabad,Industrial Area,29.8,5.300000000000001,2005-02-09,Andhra Pradesh
266,Hyderabad,Industrial Area,18.566666666666666,5.3,2005-05-09,Andhra Pradesh
267,Hyderabad,Industrial Area,26.15,4.9,2005-08-09,Andhra Pradesh
268,Hyderabad,Industrial Area,26.55,5.3,2005-04-10,Andhra Pradesh
269,Hyderabad,Industrial Area,30.95,5.050000000000001,2005-07-10,Andhra Pradesh
270,Hyderabad,Industrial Area,27.1,5.25,2005-09-10,Andhra Pradesh
271,Hyderabad,Industrial Area,23.4,4.8,2005-05-11,Andhra Pradesh
272,Hyderabad,Industrial Area,22.766666666666666,4.533333333333333,2005-07-11,Andhra Pradesh
273,Hyderabad,Industrial Area,20.15,6.0,2005-10-11,Andhra Pradesh
274,Hyderabad,Industrial Area,36.1,5.0,2005-02-12,Andhra Pradesh
275,Hyderabad,Industrial Area,41.7,5.9,2005-06-12,Andhra Pradesh
276,Hyderabad,Industrial Area,44.9,5.3,2005-08-12,Andhra Pradesh
277,Hyderabad,Industrial Area,30.45,5.199999999999999,2005-11-12,Andhra Pradesh
278,Hyderabad,Industrial Area,23.8,8.0,2005-05-01,Andhra Pradesh
279,Hyderabad,Industrial Area,25.9,11.2,2005-09-01,Andhra Pradesh
280,Hyderabad,Industrial Area,29.8,12.0,2005-01-02,Andhra Pradesh
281,Hyderabad,Industrial Area,21.3,8.3,2005-07-02,Andhra Pradesh
282,Hyderabad,Industrial Area,22.8,6.0,2005-10-02,Andhra Pradesh
283,Hyderabad,Industrial Area,24.9,7.4,2005-01-03,Andhra Pradesh
284,Hyderabad,Industrial Area,19.7,6.8,2005-04-03,Andhra Pradesh
285,Hyderabad,Industrial Area,25.0,3.6,2005-10-04,Andhra Pradesh
286,Hyderabad,Industrial Area,9.1,5.5,2005-06-07,Andhra Pradesh
287,Hyderabad,Industrial Area,9.4,4.5,2005-01-09,Andhra Pradesh
288,Hyderabad,Industrial Area,25.0,5.5,2005-09-09,Andhra Pradesh
289,Hyderabad,Industrial Area,25.3,5.2,2005-03-10,Andhra Pradesh
290,Hyderabad,Industrial Area,8.8,2.8,2005-05-10,Andhra Pradesh
291,Hyderabad,Industrial Area,6.7,3.2,2005-02-11,Andhra Pradesh
292,Hyderabad,Industrial Area,27.7,7.2,2005-01-12,Andhra Pradesh
293,Hyderabad,Industrial Area,24.25,4.0,2005-05-12,Andhra Pradesh
294,Hyderabad,Industrial Area,16.4,6.5,2005-09-12,Andhra Pradesh
295,Hyderabad,Industrial Area,29.2,4.4,2005-08-02,Andhra Pradesh
296,Hyderabad,Industrial Area,31.4,4.8,2005-03-03,Andhra Pradesh
297,Hyderabad,Industrial Area,33.4,5.1,2005-07-03,Andhra Pradesh
298,Hyderabad,Industrial Area,41.6,4.8,2005-12-03,Andhra Pradesh
299,Hyderabad,Industrial Area,34.8,4.7,2005-04-04,Andhra Pradesh
300,Hyderabad,Industrial Area,29.6,4.9,2005-02-05,Andhra Pradesh
301,Hyderabad,Industrial Area,30.6,5.5,2005-08-05,Andhra Pradesh
302,Hyderabad,Industrial Area,35.6,4.8,2005-02-06,Andhra Pradesh
303,Hyderabad,Industrial Area,22.8,5.1,2005-04-07,Andhra Pradesh
304,Hyderabad,Industrial Area,23.4,5.4,2005-01-08,Andhra Pradesh
305,Hyderabad,Industrial Area,35.7,6.4,2005-01-11,Andhra Pradesh
306,Hyderabad,Industrial Area,34.2,5.8,2005-04-11,Andhra Pradesh
307,Hyderabad,Industrial Area,31.9,5.7,2005-09-11,Andhra Pradesh
308,Hyderabad,Industrial Area,29.0,5.8,2005-03-12,Andhra Pradesh
309,Hyderabad,Industrial Area,21.25,4.1,2006-03-01,Andhra Pradesh
310,Hyderabad,Industrial Area,33.3,5.1,2006-05-01,Andhra Pradesh
311,Hyderabad,Industrial Area,37.6,4.9,2006-08-01,Andhra Pradesh
312,Hyderabad,Industrial Area,27.6,4.766666666666667,2006-10-02,Andhra Pradesh
313,Hyderabad,Industrial Area,46.36666666666667,7.6,2006-02-14,Andhra Pradesh
314,Hyderabad,Industrial Area,37.85,7.300000000000001,2006-02-18,Andhra Pradesh
315,Hyderabad,Industrial Area,36.8,13.8,2006-02-21,Andhra Pradesh
316,Hyderabad,Industrial Area,42.7,5.35,2006-02-24,Andhra Pradesh
317,Hyderabad,Industrial Area,22.766666666666666,5.233333333333333,2006-02-27,Andhra Pradesh
318,Hyderabad,Industrial Area,25.35,6.7,2006-02-03,Andhra Pradesh
319,Hyderabad,Industrial Area,27.7,6.2,2006-05-03,Andhra Pradesh
320,Hyderabad,Industrial Area,30.75,5.9,2006-09-03,Andhra Pradesh
321,Hyderabad,Industrial Area,31.599999999999998,5.5,2006-11-03,Andhra Pradesh
322,Hyderabad,Industrial Area,26.05,5.05,2006-03-14,Andhra Pradesh
323,Hyderabad,Industrial Area,29.7,5.3,2006-03-17,Andhra Pradesh
324,Hyderabad,Industrial Area,28.6,9.2,2006-03-20,Andhra Pradesh
325,Hyderabad,Industrial Area,46.8,15.1,2006-03-24,Andhra Pradesh
326,Hyderabad,Industrial Area,33.0,7.6,2006-03-27,Andhra Pradesh
327,Hyderabad,Industrial Area,33.3,7.2,2006-02-04,Andhra Pradesh
328,Hyderabad,Industrial Area,22.7,5.5,2006-06-04,Andhra Pradesh
329,Hyderabad,Industrial Area,26.85,5.35,2006-08-04,Andhra Pradesh
330,Hyderabad,Industrial Area,36.95,7.6,2006-11-04,Andhra Pradesh
331,Hyderabad,Industrial Area,37.55,7.05,2006-04-14,Andhra Pradesh
